age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,balance_per_second
62,blue-collar,married,primary,no,1381,no,no,cellular,19,oct,1020,1,-1,0,unknown,no,1.353921568627451
39,self-employed,single,tertiary,no,2298,yes,yes,cellular,20,apr,13,2,319,18,other,no,176.76923076923077
38,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,370,1,184,1,failure,no,13.843243243243244
44,self-employed,married,unknown,no,163,yes,no,cellular,12,aug,44,1,100,3,success,no,3.7045454545454546
54,management,married,tertiary,no,1168,no,no,telephone,4,may,150,5,-1,0,unknown,no,7.786666666666667
30,technician,single,tertiary,no,0,no,no,cellular,22,aug,34,2,-1,0,unknown,no,0.0
39,services,single,secondary,no,1048,yes,no,cellular,14,may,149,1,-1,0,unknown,no,7.033557046979865
43,management,divorced,tertiary,no,1,yes,yes,unknown,2,jun,28,8,-1,0,unknown,no,0.03571428571428571
37,technician,married,secondary,no,177,yes,no,cellular,16,jul,464,3,-1,0,unknown,no,0.38146551724137934
25,services,single,secondary,no,199,no,no,cellular,16,aug,111,2,95,3,other,no,1.7927927927927927
46,entrepreneur,married,secondary,no,3317,no,no,cellular,19,nov,231,2,-1,0,unknown,no,14.35930735930736
34,blue-collar,single,secondary,no,-72,yes,no,cellular,7,jul,273,5,-1,0,unknown,no,-0.26373626373626374
59,retired,married,unknown,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,yes,0.8615512927439533
51,retired,married,primary,no,1495,no,no,telephone,25,jul,1946,4,-1,0,unknown,yes,0.7682425488180884
33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,1,91,4,failure,yes,23.916666666666668
51,retired,married,tertiary,no,580,no,no,cellular,19,nov,694,2,-1,0,unknown,yes,0.8357348703170029
23,admin.,single,tertiary,no,314,no,yes,cellular,8,apr,142,4,-1,0,unknown,yes,2.211267605633803
27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,-1,0,unknown,yes,0.4229287090558767
36,technician,married,tertiary,no,4596,yes,no,cellular,16,apr,901,2,-1,0,unknown,yes,5.100998890122087
59,admin.,single,secondary,no,2166,yes,yes,cellular,7,may,574,1,-1,0,unknown,yes,3.773519163763066
33,management,single,tertiary,no,0,yes,no,cellular,13,may,585,1,-1,0,unknown,yes,0.0
30,management,married,tertiary,no,7,yes,no,cellular,28,aug,173,1,164,4,other,yes,0.04046242774566474
60,management,married,tertiary,no,3401,no,no,cellular,30,oct,294,1,270,1,failure,yes,11.568027210884354
78,retired,married,tertiary,no,1204,no,no,telephone,17,nov,135,1,-1,0,unknown,yes,8.91851851851852
20,student,single,unknown,no,755,no,no,cellular,29,dec,284,1,-1,0,unknown,yes,2.658450704225352
40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes,0.0
68,retired,married,tertiary,no,2812,no,no,cellular,3,aug,392,4,181,3,success,yes,7.173469387755102
32,technician,single,unknown,no,491,no,no,cellular,8,oct,251,2,91,7,success,yes,1.956175298804781
35,blue-collar,married,unknown,no,1201,no,no,unknown,18,jun,537,1,-1,0,unknown,yes,2.2364990689013036
38,management,married,tertiary,no,385,yes,no,telephone,28,oct,154,1,-1,0,unknown,yes,2.5
53,technician,single,secondary,no,925,no,no,cellular,25,aug,930,3,-1,0,unknown,yes,0.9946236559139785
25,student,single,secondary,no,4147,no,no,cellular,14,aug,211,3,-1,0,unknown,yes,19.654028436018958
31,technician,married,tertiary,no,636,yes,no,cellular,4,may,352,4,-1,0,unknown,yes,1.8068181818181819
50,management,married,tertiary,no,1396,no,no,cellular,25,aug,731,6,-1,0,unknown,yes,1.9097127222982215
57,unknown,married,unknown,no,19268,no,no,unknown,23,oct,301,1,-1,0,unknown,yes,64.01328903654485
35,management,married,tertiary,no,495,no,no,cellular,30,apr,266,1,87,1,failure,yes,1.8609022556390977
41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no,-0.7073170731707317
28,technician,single,tertiary,no,375,yes,no,cellular,14,may,43,1,350,1,other,no,8.720930232558139
37,management,married,tertiary,no,-666,yes,no,cellular,18,nov,204,2,-1,0,unknown,no,-3.264705882352941
39,management,married,tertiary,no,208,no,no,cellular,20,aug,170,4,-1,0,unknown,no,1.223529411764706
52,admin.,married,secondary,no,423,yes,yes,cellular,20,oct,139,2,96,7,failure,no,3.0431654676258995
55,retired,divorced,tertiary,no,816,no,no,cellular,18,nov,113,3,-1,0,unknown,no,7.221238938053097
56,blue-collar,single,secondary,no,1187,yes,no,cellular,5,feb,47,2,-1,0,unknown,no,25.25531914893617
46,management,married,secondary,no,0,no,no,cellular,27,aug,38,6,-1,0,unknown,no,0.0
37,admin.,single,secondary,no,9,yes,no,cellular,14,may,165,1,-1,0,unknown,no,0.05454545454545454
45,management,married,tertiary,no,10,no,no,cellular,26,aug,133,7,-1,0,unknown,no,0.07518796992481203
33,blue-collar,married,secondary,no,3576,yes,no,cellular,2,apr,124,1,308,2,other,no,28.838709677419356
59,retired,married,primary,no,0,yes,no,cellular,28,jul,20,4,-1,0,unknown,no,0.0
56,technician,married,tertiary,no,1476,no,no,telephone,31,jul,40,3,-1,0,unknown,no,36.9
32,technician,single,secondary,no,1307,yes,no,unknown,28,may,267,2,-1,0,unknown,no,4.895131086142322
48,blue-collar,married,secondary,no,558,yes,no,telephone,5,feb,708,8,-1,0,unknown,no,0.788135593220339
31,admin.,single,secondary,no,779,yes,yes,cellular,3,apr,219,2,-1,0,unknown,no,3.557077625570776
39,technician,married,tertiary,no,437,no,no,telephone,27,may,186,2,-1,0,unknown,no,2.349462365591398
41,technician,married,secondary,no,1043,yes,yes,unknown,14,may,225,1,-1,0,unknown,no,4.635555555555555
49,blue-collar,married,secondary,no,1127,yes,yes,cellular,17,apr,162,2,281,1,failure,no,6.95679012345679
54,blue-collar,married,primary,no,-636,yes,no,unknown,30,may,324,3,-1,0,unknown,no,-1.962962962962963
49,admin.,married,secondary,no,880,yes,yes,cellular,18,may,22,3,-1,0,unknown,no,40.0
42,management,married,secondary,no,580,no,no,cellular,22,aug,67,2,-1,0,unknown,no,8.656716417910447
34,blue-collar,single,secondary,no,186,no,no,cellular,2,feb,342,1,-1,0,unknown,no,0.543859649122807
55,technician,divorced,tertiary,no,264,yes,no,unknown,30,may,34,2,-1,0,unknown,no,7.764705882352941
37,management,divorced,tertiary,no,122,yes,no,unknown,19,may,1622,2,-1,0,unknown,yes,0.0752157829839704
31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes,0.84941013185288
58,management,married,tertiary,no,96,no,no,cellular,21,nov,850,1,-1,0,unknown,yes,0.11294117647058824
42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,931,1,-1,0,unknown,yes,1.0053705692803436
32,management,married,tertiary,no,3387,yes,no,cellular,15,may,1111,5,-1,0,unknown,yes,3.0486048604860487
28,self-employed,married,secondary,no,-522,yes,yes,cellular,18,may,638,2,-1,0,unknown,yes,-0.8181818181818182
43,technician,divorced,secondary,no,1612,no,no,cellular,25,may,262,2,353,1,other,yes,6.152671755725191
31,management,married,tertiary,no,81,yes,no,cellular,29,oct,164,2,-1,0,unknown,yes,0.49390243902439024
37,management,married,tertiary,no,238,no,no,cellular,3,nov,149,1,-1,0,unknown,yes,1.5973154362416107
33,management,married,tertiary,no,6513,yes,no,cellular,11,jan,170,1,343,1,other,yes,38.311764705882354
90,retired,divorced,primary,no,712,no,no,telephone,3,mar,557,1,-1,0,unknown,yes,1.2782764811490126
34,management,married,tertiary,no,3301,yes,no,cellular,17,jun,485,2,227,4,failure,yes,6.806185567010309
63,management,married,tertiary,no,2785,no,no,cellular,2,aug,341,2,392,3,success,yes,8.167155425219942
42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,yes,0.26910994764397905
66,management,married,secondary,no,587,no,no,cellular,12,may,457,2,392,2,success,yes,1.2844638949671772
35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,failure,yes,3.4609375
29,admin.,single,secondary,no,306,yes,no,cellular,18,may,774,4,-1,0,unknown,yes,0.3953488372093023
49,management,divorced,tertiary,no,348,no,no,cellular,30,oct,125,1,-1,0,unknown,yes,2.784
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,181,4,success,yes,8.870786516853933
40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474,1,256,1,success,yes,-0.035864978902953586
34,blue-collar,single,secondary,no,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no,79.2127659574468
39,housemaid,married,tertiary,no,2990,no,no,telephone,30,apr,127,4,-1,0,unknown,no,23.543307086614174
26,self-employed,married,tertiary,no,479,yes,no,cellular,9,feb,133,3,-1,0,unknown,no,3.601503759398496
51,technician,married,tertiary,no,0,no,no,telephone,17,nov,81,1,-1,0,unknown,no,0.0
59,blue-collar,married,secondary,yes,-918,yes,no,unknown,16,jun,253,2,-1,0,unknown,no,-3.6284584980237153
55,unemployed,married,secondary,no,512,no,no,cellular,28,jan,70,1,-1,0,unknown,no,7.314285714285714
43,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,unknown,no,3.973941368078176
40,blue-collar,divorced,secondary,no,793,yes,no,unknown,15,may,109,1,-1,0,unknown,no,7.275229357798165
50,management,married,tertiary,no,453,no,yes,unknown,4,jul,608,1,-1,0,unknown,no,0.7450657894736842
59,blue-collar,married,secondary,no,2605,no,no,cellular,30,jan,85,2,-1,0,unknown,no,30.647058823529413
32,technician,single,secondary,no,5205,no,no,cellular,20,nov,352,1,-1,0,unknown,no,14.786931818181818
36,blue-collar,married,primary,no,2079,yes,yes,unknown,19,may,403,2,-1,0,unknown,no,5.158808933002481
57,blue-collar,single,primary,no,739,yes,no,cellular,14,may,172,2,364,1,failure,no,4.296511627906977
28,unemployed,single,secondary,yes,-353,yes,no,unknown,12,may,89,3,-1,0,unknown,no,-3.966292134831461
25,student,single,secondary,no,1139,yes,no,unknown,15,may,22,3,-1,0,unknown,no,51.77272727272727
32,admin.,single,secondary,no,1630,yes,no,cellular,30,jan,122,1,-1,0,unknown,no,13.360655737704919
31,technician,married,tertiary,no,15,no,no,unknown,2,jun,389,1,-1,0,unknown,no,0.038560411311053984
44,management,married,tertiary,no,3091,yes,no,unknown,17,jun,331,4,-1,0,unknown,no,9.338368580060424
39,blue-collar,married,primary,no,2226,yes,no,unknown,6,may,158,1,-1,0,unknown,no,14.08860759493671
44,technician,married,tertiary,no,717,no,no,cellular,3,jun,150,2,-1,0,unknown,no,4.78
54,blue-collar,married,primary,no,316,yes,no,cellular,14,may,240,1,-1,0,unknown,no,1.3166666666666667
48,technician,married,secondary,no,-938,yes,no,cellular,7,may,134,1,344,2,failure,no,-7.0
33,blue-collar,single,secondary,no,1794,yes,no,cellular,12,may,360,1,173,1,other,no,4.983333333333333
30,management,single,tertiary,no,136,yes,no,unknown,23,may,152,1,-1,0,unknown,no,0.8947368421052632
30,services,single,secondary,no,117,no,no,cellular,28,jan,135,1,-1,0,unknown,no,0.8666666666666667
39,management,single,tertiary,no,1914,no,no,cellular,18,aug,94,4,-1,0,unknown,no,20.361702127659573
37,admin.,single,secondary,no,-261,no,yes,cellular,10,jul,259,1,-1,0,unknown,no,-1.0077220077220077
30,self-employed,single,tertiary,no,3137,yes,no,cellular,31,jul,368,7,-1,0,unknown,no,8.52445652173913
35,management,single,tertiary,no,6659,yes,no,unknown,21,may,83,1,-1,0,unknown,no,80.2289156626506
50,services,single,secondary,no,1716,yes,no,cellular,7,apr,272,1,-1,0,unknown,no,6.3088235294117645
60,technician,divorced,secondary,no,-50,no,no,cellular,28,aug,433,12,-1,0,unknown,no,-0.11547344110854503
39,technician,married,tertiary,no,94,no,no,cellular,7,aug,70,2,-1,0,unknown,no,1.3428571428571427
51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,1309,4,-1,0,unknown,yes,0.07257448433919023
57,blue-collar,married,primary,no,2112,no,no,cellular,12,aug,1134,2,-1,0,unknown,yes,1.8624338624338623
37,management,married,tertiary,no,4436,no,no,cellular,13,aug,846,5,-1,0,unknown,yes,5.243498817966903
30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown,yes,-0.3113577023498694
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes,-0.3333333333333333
59,management,married,tertiary,no,1783,no,yes,cellular,17,nov,540,2,-1,0,unknown,yes,3.301851851851852
33,technician,single,tertiary,no,0,yes,no,cellular,21,nov,654,1,-1,0,unknown,yes,0.0
48,blue-collar,single,primary,no,623,yes,no,cellular,2,feb,1425,2,-1,0,unknown,yes,0.43719298245614036
41,management,divorced,tertiary,no,25,yes,yes,cellular,26,mar,117,2,-1,0,unknown,yes,0.21367521367521367
51,housemaid,married,unknown,no,2337,yes,no,cellular,16,apr,251,2,266,3,other,yes,9.310756972111554
56,blue-collar,married,primary,no,827,yes,no,telephone,15,may,462,4,-1,0,unknown,yes,1.79004329004329
39,technician,married,secondary,no,116,no,no,cellular,22,may,554,2,-1,0,unknown,yes,0.20938628158844766
31,management,married,tertiary,no,1032,no,no,cellular,7,jul,284,1,-1,0,unknown,yes,3.6338028169014085
22,student,single,secondary,no,185,no,no,cellular,8,jul,153,1,-1,0,unknown,yes,1.2091503267973855
20,student,married,unknown,no,292,no,no,cellular,5,aug,385,2,93,1,failure,yes,0.7584415584415585
30,student,single,tertiary,no,7529,no,no,cellular,19,oct,328,1,-1,0,unknown,yes,22.954268292682926
30,unemployed,single,secondary,no,2424,no,no,cellular,15,feb,337,1,95,2,success,yes,7.192878338278931
57,management,married,tertiary,no,2845,yes,no,telephone,19,apr,1143,5,-1,0,unknown,yes,2.4890638670166227
52,management,married,tertiary,no,583,no,no,cellular,17,may,376,1,181,3,success,yes,1.550531914893617
31,student,single,secondary,no,3511,no,no,cellular,2,jul,667,1,-1,0,unknown,yes,5.263868065967016
29,student,single,secondary,no,1377,yes,no,cellular,3,aug,248,1,446,2,success,yes,5.55241935483871
37,blue-collar,single,unknown,no,217,no,no,cellular,23,sep,272,2,-1,0,unknown,yes,0.7977941176470589
28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,yes,0.6463414634146342
31,management,married,secondary,no,0,no,no,cellular,11,aug,720,1,-1,0,unknown,yes,0.0
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,oct,576,1,183,4,success,yes,0.0
34,admin.,divorced,secondary,no,1085,no,no,cellular,11,mar,101,7,-1,0,unknown,yes,10.742574257425742
33,blue-collar,divorced,secondary,no,3546,yes,no,unknown,23,may,777,2,-1,0,unknown,yes,4.563706563706564
25,blue-collar,single,secondary,no,1857,yes,no,cellular,12,oct,187,1,91,12,success,yes,9.93048128342246
59,entrepreneur,married,primary,no,222,no,no,cellular,18,nov,97,1,-1,0,unknown,no,2.288659793814433
37,management,married,tertiary,no,347,yes,no,cellular,22,jul,282,1,-1,0,unknown,no,1.2304964539007093
30,student,married,tertiary,no,324,no,no,cellular,25,aug,585,4,-1,0,unknown,no,0.5538461538461539
42,blue-collar,married,secondary,no,634,yes,no,cellular,24,jul,256,2,-1,0,unknown,no,2.4765625
39,services,divorced,primary,no,471,yes,no,unknown,6,may,161,2,-1,0,unknown,no,2.9254658385093166
42,blue-collar,married,primary,no,704,yes,yes,telephone,31,jul,88,10,-1,0,unknown,no,8.0
29,blue-collar,married,secondary,no,975,yes,no,unknown,27,may,265,2,-1,0,unknown,no,3.6792452830188678
52,blue-collar,married,secondary,no,1500,no,yes,unknown,20,jun,109,3,-1,0,unknown,no,13.761467889908257
33,technician,married,tertiary,no,2728,no,no,cellular,5,aug,295,2,-1,0,unknown,no,9.247457627118644
54,self-employed,married,primary,no,0,no,yes,telephone,9,jul,130,2,-1,0,unknown,no,0.0
20,student,single,secondary,no,130,no,no,telephone,4,may,75,3,-1,0,unknown,no,1.7333333333333334
38,management,single,tertiary,no,4841,no,no,cellular,22,may,580,3,-1,0,unknown,no,8.346551724137932
34,blue-collar,married,secondary,no,2994,yes,no,cellular,15,may,358,1,176,1,failure,no,8.363128491620111
39,blue-collar,divorced,primary,yes,-294,yes,no,unknown,5,jun,181,2,-1,0,unknown,no,-1.6243093922651934
56,management,divorced,tertiary,no,310,no,no,unknown,20,jun,75,4,-1,0,unknown,no,4.133333333333334
41,blue-collar,married,secondary,no,2717,yes,yes,cellular,24,jul,559,2,-1,0,unknown,no,4.8604651162790695
29,technician,divorced,secondary,no,477,yes,yes,cellular,11,may,58,1,305,1,failure,no,8.224137931034482
51,entrepreneur,married,primary,no,805,yes,no,cellular,8,aug,132,4,-1,0,unknown,no,6.098484848484849
28,technician,single,secondary,no,100,yes,no,cellular,13,may,70,5,-1,0,unknown,no,1.4285714285714286
35,management,single,tertiary,no,0,no,no,cellular,25,aug,81,6,-1,0,unknown,no,0.0
51,blue-collar,married,primary,no,3754,no,yes,cellular,13,aug,202,3,-1,0,unknown,no,18.584158415841586
35,blue-collar,single,secondary,no,0,yes,no,cellular,9,feb,226,3,280,1,other,no,0.0
32,management,married,tertiary,no,663,no,yes,cellular,22,jul,62,3,-1,0,unknown,no,10.693548387096774
55,technician,married,unknown,no,1393,yes,yes,telephone,21,nov,55,5,-1,0,unknown,no,25.327272727272728
53,unknown,married,unknown,no,0,no,no,cellular,25,aug,209,5,-1,0,unknown,no,0.0
49,blue-collar,married,primary,no,2356,no,yes,telephone,14,jul,236,2,-1,0,unknown,no,9.983050847457626
52,blue-collar,married,secondary,no,1027,no,no,cellular,23,jul,59,1,-1,0,unknown,no,17.406779661016948
48,blue-collar,married,primary,no,214,yes,yes,cellular,18,nov,246,1,162,1,failure,no,0.8699186991869918
47,entrepreneur,married,secondary,no,318,no,no,cellular,4,aug,299,2,-1,0,unknown,no,1.0635451505016722
44,entrepreneur,married,secondary,no,692,no,no,unknown,18,jun,73,4,-1,0,unknown,no,9.479452054794521
37,technician,single,secondary,no,363,yes,no,cellular,21,nov,39,4,182,3,failure,no,9.307692307692308
40,blue-collar,married,secondary,no,1844,yes,no,cellular,11,may,231,1,-1,0,unknown,no,7.982683982683983
45,self-employed,single,primary,no,112,no,no,unknown,20,jun,298,4,-1,0,unknown,no,0.37583892617449666
38,admin.,divorced,secondary,no,19,yes,no,unknown,30,may,604,2,-1,0,unknown,yes,0.03145695364238411
52,retired,married,tertiary,no,2269,no,no,unknown,20,jun,1210,1,-1,0,unknown,yes,1.875206611570248
35,management,married,tertiary,no,36,no,yes,cellular,16,jul,1656,5,-1,0,unknown,yes,0.021739130434782608
41,management,single,tertiary,no,1253,no,no,cellular,21,jul,1134,5,-1,0,unknown,yes,1.1049382716049383
41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,509,2,-1,0,unknown,yes,0.0
28,self-employed,married,secondary,no,123,no,yes,telephone,22,oct,313,1,-1,0,unknown,yes,0.3929712460063898
30,management,single,tertiary,no,12857,yes,no,cellular,6,nov,150,1,-1,0,unknown,yes,85.71333333333334
32,services,married,secondary,no,983,yes,no,cellular,20,nov,500,2,133,1,failure,yes,1.966
40,management,married,tertiary,no,1308,no,no,telephone,3,feb,1776,2,-1,0,unknown,yes,0.7364864864864865
46,management,divorced,tertiary,no,-130,yes,no,cellular,24,mar,144,2,-1,0,unknown,yes,-0.9027777777777778
19,student,single,primary,no,134,no,no,cellular,27,mar,271,2,-1,0,unknown,yes,0.4944649446494465
56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,497,1,-1,0,unknown,yes,6.613682092555332
26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,439,2,-1,0,unknown,yes,7.997722095671982
48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure,yes,0.5783132530120482
40,admin.,married,secondary,no,2574,yes,no,cellular,15,may,432,1,176,1,failure,yes,5.958333333333333
38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,359,5,other,yes,14.22167487684729
